_id,CODIGO,DESCRIPCIÓN,TIPO DE COMPRA,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACÉN CDPA SEPTIEMBRE,CANTIDAD EXISTENCIA ALMACÉN CDDI SEPTIEMBRE,CANTIDAD EXISTENCIA ALMACÉN CDCH SEPTIEMBRE,TOTAL DE EXISTENCIAS  DISPONIBLES    SEPTIEMBRE,MONTO DE EXISTENCIAS EN B/.
15,209011226,BANDEJA PARA CATETERIZACION VENOSO CENTRAL TRIPLE LUMEN CON 2 ANTIBIOTICOS (MINOCICLINA Y RIFAMPICINA).                                                                      (SE SOLICITA CATETER DE POLIURETANO ADULTO),TRAMITE USUAL,262.5,0,0,0,0,0
16,209013300,RECIPIENTE DESECHABLE PARA SISTEMA DE DRENAJE TORÁCICO DIGITAL (Se solicita de 800cc de capacidad),TRAMITE USUAL,22.72276000000000095724317361600697040557861328125,3532,0,12,3544,80529.461439999999129213392734527587890625
17,209013400,TUBO PARA SISTEMA DE DRENAJE TORÁCICO DIGITAL CONEXIÓN DOBLE (Se solicita longitud de 1.5 mts). DEBE SER COMPATIBLE CON EL EQUIPO EXISTENTE EN LA INSTITUCIÓN.,TRAMITE USUAL,23.6099999999999994315658113919198513031005859375,0,0,0,0,0
18,209016801,ESPONJA HEMOSTATICA DE GELATINA ABSORBIBLE.   SE SOLICITA TAMAÑO 7x5x1CM ( 70MMX50MMX10MM ),TRAMITE USUAL,3.089999999999999857891452847979962825775146484375,0,0,0,0,0
19,209017402,JALEA LUBRICANTE ESTÉRIL  (SE SOLICITA TUBO DE 113 GM),TRAMITE USUAL,3.149999999999999911182158029987476766109466552734375,0,0,0,0,0
20,209018401,TRAJE DE PROTECCION PERSONAL (TIPO OVEROL) TAMAÑO L,TRAMITE USUAL,10.7599999999999997868371792719699442386627197265625,629032,8160,0,637192,6856185.91999999992549419403076171875
21,209018501,TRAJE DE PROTECCION PERSONAL (TIPO OVEROL)TAMAÑO XL,TRAMITE USUAL,10.7599999999999997868371792719699442386627197265625,515330,0,1550,516880,5561628.799999999813735485076904296875
22,209018800,"APLICADOR DE GRAPAS AUTOMÁTICO PARA LAPAROSCOPIA (Se solicita con grapa de 10mm, 20 grapas, mediano / grande)",TRAMITE USUAL,70,0,0,0,0,0
23,209018801,"APLICADOR DE GRAPAS AUTOMÁTICO PARA LAPAROSCOPIA  (SE SOLICITA TAMAÑO DE 5MM, 20 GRAPAS, MEDIANO / GRANDE)",TRAMITE USUAL,137.5,0,0,0,0,0
24,209019006,"VENDA DE GASA PRESATURADAS DE CLORURO DE SODIO AL 20%   (TAMAÑO 6"" (15 CM ) X 6 3/4"" (17 CM ).",TRAMITE USUAL,5.12366000000000010317080523236654698848724365234375,0,0,0,0,0
25,209019200,"APLICADOR DE MADERA CON ALGODÓN, ESTÉRIL  (SE SOLICITA DE 6"")",TRAMITE USUAL,0.0299999999999999988897769753748434595763683319091796875,4600,56400,58200,119200,3576
26,209019501,APÓSITO HIDROCOLOIDE (FINO O EXTRA DELGADO)          (SE SOLICITA CUADRADO 15CM X 15CM).,TRAMITE USUAL,2.7050000000000000710542735760100185871124267578125,0,0,0,0,0
27,209019502,"APÓSITO HIDROCOLOIDE (Estándar, Regular o Extra Absorbente)                (SE SOICITA CUADRADO/IMPERMEABLE 20CM X 20CM).",TRAMITE USUAL,4.980000000000000426325641456060111522674560546875,0,0,0,0,0
28,209019503,APÓSITO HIDROCOLOIDE (FINO O EXTRA DELGADO)             (SE SOLICITA CUADRADO 10CM X 10CM),TRAMITE USUAL,1.649999999999999911182158029987476766109466552734375,18860,700,10,19570,32290.5
29,209019504,"APÓSITO HIDROCOLOIDE (Estándar, Regular o Extra Absorbente).  SE SOLICITA,  CUADRADO 15CM X 15CM",TRAMITE USUAL,3.79999999999999982236431605997495353221893310546875,6510,100,0,6610,25118
30,209019507,APOSITO TRANSPARENTE ESTERIL. SE SOLICITA  CON VENTANA DE 8-10CM X 10-12.5CM,TRAMITE USUAL,0.190000000000000002220446049250313080847263336181640625,0,5250,0,5250,997.5
31,209019508,APOSITO TRANSPARENTE ESTERIL. SE SOLICITA CON VENTANA TAMAÑO DE 5-6CM X 7-8CM,TRAMITE USUAL,0.1000000000000000055511151231257827021181583404541015625,0,0,0,0,0
32,209019600,APOSITO OCULAR ADULTO ESTERIL,TRAMITE USUAL,0.070000000000000006661338147750939242541790008544921875,0,12900,0,12900,903.0000000000001136868377216160297393798828125
33,209019900,INSTRUMENTO DE ENGRAPADO PARA CIERRE DE PIEL DESECHABLE ,TRAMITE USUAL,7.21999999999999975131004248396493494510650634765625,0,0,0,0,0
34,209019902,"INSTRUMENTAL DE ENGRAPADO TORACO ABDOMINAL Y REGARGA, DESECHABLE (Se solicita carga de 60mm, 3.5mm de altura de grapa abierta y 1.5mm de altura de grapa cerrada. Y por cada dos (2) instrumentos con carga, debe entregar una recarga adicional) ",TRAMITE USUAL,124.1400000000000005684341886080801486968994140625,264,0,0,264,32772.9599999999991268850862979888916015625
35,209019903,"INSTRUMENTO DE ENGRAPADO TORACO ABDOMINAL Y RECARGA DESECHABLE (Se solicita carga de 30mm, 3.5mm de altura de grapa abierta y 1.5mm de altura de grapa cerrada. Por cada dos (2) instrumentos con carga, debe entregar una recarga adicional) ",TRAMITE USUAL,123.7000000000000028421709430404007434844970703125,0,0,0,0,0
36,209019904,"INSTRUMENTO DE ENGRAPADO Y CORTE LINEAL PARA CIRUGÍA ABIERTA, DESECHABLE ",TRAMITE USUAL,120.5400000000000062527760746888816356658935546875,0,0,0,0,0
37,209019905,"INSTRUMENTAL DE ENGRAPADO TORACO ABDOMINAL Y RECARGA DESECHABLE (Se solicita instrumento recto, carga de longitud  de 90mm, altura de grapa abierta 3.5mm y altura de grapa cerrada 1.5mm. Por cada dos (2) instrumentos con carga, debe entregar una carga adicional) ",TRAMITE USUAL,187.849999999999994315658113919198513031005859375,15,0,0,15,2817.75
38,209019906,"INSTRUMENTO DE ENGRAPADO MECANICO CIRCULAR,DESECHABLE.   SE SOLICITA INSTRUMENTO CURVO CON GRAPA DE 29MM CON GRAPAS DE ALTURA MINIMA DE 4.8 MM ABIERTA O INDICADOR DE ESCALA DE COMPRENSION DE 2 MM CERRADA",TRAMITE USUAL,400,0,0,0,0,0
39,209019907,"ENGRAPADORA  CIRCULAR CORTANTE CON YUNQUE ARTICULABLE PARA ANASTOMOSIS DIGESTIVA (Se solicita de 31mm, con grapas de altura mínima de 4.8mm abierta)",TRAMITE USUAL,425.44999999999998863131622783839702606201171875,0,0,0,0,0
40,209019910,"INSTRUMENTO DE ENGRAPADO MECÁNICO PARA FIJAR  MALLAS EN  HERNIAS, DESECHABLE, CON 10 GRAPAS O MAS, DE TITANIUM  DE 4.8mm (Por cada instrumento con su carga, debe entregar una carga adicional) ",TRAMITE USUAL,123.8550000000000039790393202565610408782958984375,0,0,0,0,0
41,209020000,"INSTRUMENTO DE ENGRAPADO Y CORTE LINEAL RECTA ENDOSCOPICA CON O SIN
REGARGA,DESECHABLE     (SE SOLICITA Estándar: vástago de 16cm o longitud total de 34cm, LONGITUD DE 60MM DE LARGO, ALTURA DE GRAPA ABIERTA 3.5 Y CERRADA 1.5MM)                                                                                                                                                                                                                                                                                                                                                                                         Instrumento de engrapado de corte lineal de 12mm de diámetro.
",TRAMITE USUAL,200,0,20,0,20,4000
42,209020002,"INSTRUMENTO DE ENGRAPADO Y CORTE LINEAL RECTA ENDOSCOPICA CON O SIN REGARGA,DESECHABLE (SE SOLICITA Estándar: vástago de 16cm o longitud total de 34cm, LONGITUD DE 60MM DE LARGO, ALTURA DE GRAPA ABIERTA 2.5 Y CERRADA 1.0MM)                                                                                                                                                                                                                                                                                                                                                                                        ",TRAMITE USUAL,235.05500000000000682121026329696178436279296875,0,0,0,0,0
43,209020600,"INSTRUMENTO PARA LIGAR VASOS, DE TITANIUM, DESECHABLE (Se solicita tamaño chico)",TRAMITE USUAL,57.64500000000000312638803734444081783294677734375,0,0,0,0,0
44,209020700,"ENGRAPADORA CURVA CORTANTE PARA TEJIDO GRUESO (CIRUGIA COLON RECTAL). Instrumento de engrapado quirúrgico curvo cortante , que permita un mejor acceso y visualizacion en la pelvis baja, dos dobles linea de grapas  y corte entre la segunda y tercera linea de grapas para cirugía colon rectal.",TRAMITE USUAL,1220.180000000000063664629124104976654052734375,40,0,0,40,48807.2000000000043655745685100555419921875
45,209020902,RECARGA DE CLIP DE POLÍMERO NO ABSORBIBLE    (SE SOLICITA DE 7MM X 16MM. LA EMPRESA ENTREGARÁ A LA UNIDAD LA PINZA PARA APLICAR EL MISMO),TRAMITE USUAL,99.3900000000000005684341886080801486968994140625,0,0,0,0,0
46,209021204,"BANDEJA PRE OPERATORIA PARA LAVADO DE PIEL. SE SOLICITA CON TENAZA Y DOS APLICADORES DE 3 PULGADAS CON PUNTA DE ALGODÓN
",TRAMITE USUAL,4.3849999999999997868371792719699442386627197265625,80,0,0,80,350.799999999999954525264911353588104248046875
47,209021205,"BANDEJA DE ANESTESIA RAQUIDEA DESEHABLE CON MEDICAMENTO SE SOLICITA (CON INTRODUCTOR, AGUJA PUNTA DE LAPIZ/SPROTE 25G LARGO 136MM CON AGUJA 22G x 1 1/2"", Epinefrina 1:1000, ampolla de 1ml y efedrina sulfato 50mg/ml, ampolla de 1ml, y CON BUPIVACAINA PESADA).",TRAMITE USUAL,34,0,0,0,0,0
48,209021504,"BOLSA MIXTA TERMOSELLABLE PARA ESTERILIZAR, 12"" X 16"" A 18""(304.8 mm  X  406.4 mm a 457.2 mm)",TRAMITE USUAL,0.11500000000000000499600361081320443190634250640869140625,0,0,0,0,0
49,209021506,"BOLSA MIXTA TERMOSELLABLE PARA ESTERILIZACION 18""  X  24"" (450  X  600MM)",TRAMITE USUAL,0.25,0,0,0,0,0
50,209021507,"ROLLO SIN FUELLE TERMOSELLABLE PARA ESTERILIZACIÓN, DE 3"" DE ANCHO X 660 PIES (7.5CM Ó 75MM X 200 Mts)",TRAMITE USUAL,12.300000000000000710542735760100185871124267578125,565,0,0,565,6949.5
51,209021508,"ROLLO SIN FUELLE TERMOSELLABLE PARA ESTERILIZACION 4"" DE ANCHO x 660' (10cm Ó 100mm x 200mts)",TRAMITE USUAL,14.535000000000000142108547152020037174224853515625,0,0,0,0,0
52,209021510,"BOLSA MIXTA TERMOSELLABLE PARA ESTERILIZAR, 3""  X  10"" a  10  1/2"" (75  X  255 a 265MM)",TRAMITE USUAL,0.0350000000000000033306690738754696212708950042724609375,0,0,0,0,0
53,209021515,"BOLSA MIXTA TERMOSELLABLE PARA ESTERILIZAR 5 1/4"" A 5 1/2´´ X 10 1/2"" A 11´´ (130MM A 140MM X 260MM A 280MM) ",TRAMITE USUAL,0.05000000000000000277555756156289135105907917022705078125,0,0,0,0,0
54,209021516,"BOLSA MIXTA TERMOSELLABLE PARA ESTERILIZAR, 8""  X  12""  (200  X  300MM)",TRAMITE USUAL,0.070050000000000001154631945610162802040576934814453125,0,0,0,0,0
55,209021600,"BOLSA HIDROSOLUBLE SE SOLICITA TAMAÑO 28"" X 39""",TRAMITE USUAL,0.7800000000000000266453525910037569701671600341796875,0,0,0,0,0
56,209021701,"BOLSA DE 1 PIEZA PARA COLOSTOMIA / ILEOSTOMIA RECORTABLE, ABIERTA, PARA ADULTO .  (SE SOLICITA CON FILTRO DE CARBON INCORPORADO Y DIAMETRO DE 10mm o 12mm hasta 55mm)",TRAMITE USUAL,2.62999999999999989341858963598497211933135986328125,526720,9360,0,536080,1409890.3999999999068677425384521484375
57,209021702,"BOLSA DE 1 PIEZA PARA COLOSTOMIA / ILEOSTOMIA RECORTABLE, ABIERTA, PARA ADULTO . (SE SOLICITA CON FILTRO DE CARBON INCORPORADO Y DIAMETRO DE 10mm o 12mm hasta 70mm)",TRAMITE USUAL,3.029999999999999804600747665972448885440826416015625,411600,6720,0,418320,1267509.59999999986030161380767822265625
58,209021807,"BOLSA DE 1 PIEZA PARA COLOSTOMIA / ILEOSTOMIA PEDIATRICA, ABIERTA (RECORTABLE).  (SE SOLICITA DE 10MM A  35MM)",TRAMITE USUAL,3.70999999999999996447286321199499070644378662109375,0,1500,0,1500,5565
59,209021908,SISTEMA DE DOS PIEZAS PARA UROSTOMÌA DE ADULTO CON DIÀMETRO EXTERNO DE 50MM. OPACA (POR CADA DOS BOLSAS SE DEBERA ENTREGAR UN ARO),TRAMITE USUAL,6.62999999999999989341858963598497211933135986328125,11600,400,400,12400,82212
60,209022100,"BOLSA COLECTORA DE ORINA PARA ADULTO.
",TRAMITE USUAL,1.399999999999999911182158029987476766109466552734375,39,7945,0,7984,11177.5999999999985448084771633148193359375
61,209022300,BOLSA COLECTORA DE ORINA DE 30 A 35 ONZA DE CAPACIDAD     (900CC A 1050CC) DE PIERNA . ,TRAMITE USUAL,0.5500000000000000444089209850062616169452667236328125,0,172,0,172,94.6000000000000085265128291212022304534912109375
62,209022305,BOLSA BIODEGRADABLE COLECTORA DE VOMITO.,TRAMITE USUAL,1.5,0,0,0,0,0
63,209024800,CUBIERTA DE ZAPATO (Se solicita sin cinta),TRAMITE USUAL,0.055000000000000000277555756156289135105907917022705078125,0,0,0,0,0
64,209025901,BRAZALETE DE IDENTIFICACIÓN PEDIATRICA. SE SOLICITA: 8 PULGADAS DE LONGITUD,TRAMITE USUAL,0.036499999999999997724042799518429092131555080413818359375,844000,19000,4800,867800,31674.699999999997089616954326629638671875
65,209026003,BRAZALETE DE IDENTIFICACIÓN PARA ADULTOS.                (SE SOLICITA: 12 PULGADAS DE LONGITUD),TRAMITE USUAL,0.036999999999999998168132009368491708301007747650146484375,2874400,0,1400,2875800,106404.599999999991268850862979888916015625
66,209026600,"CALCETA TUBULAR. SE SOLICITA TAMAÑO :  3 "" X 25 YARDAS DE ALGODON",TRAMITE USUAL,8.3300000000000000710542735760100185871124267578125,0,120,0,120,999.6000000000000227373675443232059478759765625
67,209026601,"MEDIA ANTIDESLIZANTE. SE SOLICITA MEDIANA (LONGITUD: 35cms, ANCHO 8.5cm)",TRAMITE USUAL,0.97599999999999997868371792719699442386627197265625,61200,780,200,62180,60687.6800000000002910383045673370361328125
68,209026602,"MEDIA ANTIDESLIZANTE (SE SOLICITA GRANDE (Longitud: 40cms, ancho 9cm).",TRAMITE USUAL,0.9939999999999999946709294817992486059665679931640625,335592,0,200,335792,333777.248000000021420419216156005859375
69,209026700," CALCETA TUBULAR. SE SOLICITA TAMAÑO: 4 "" X 25 YARDAS.  DE ALGODON",TRAMITE USUAL,25,0,48,10,58,1450
70,209027200,"CANULA INTRAVENOSA SIN JERINGUILLA SE SOLICITA DE 18G  X  1  1/4""  A  1  1/2"" DE  POLIURETANO
",TRAMITE USUAL,0.174999999999999988897769753748434595763683319091796875,0,0,0,0,0
71,209027401,"CANULA INTRAVENOSA SIN JERINGUILLA SE SOLICITA DE POLIURETANO  CALIBRE # 22 G X  DE 1"" A  1  1/4"" .
",TRAMITE USUAL,0.270000000000000017763568394002504646778106689453125,200,0,0,200,54
72,209027402,"CÁNULA INTRAVENOSA SIN JERINGUILLA  (SE SOLICITA DE POLIURETANO, CALIBRE # 24)",TRAMITE USUAL,0.180049999999999987831955650108284316956996917724609375,0,0,0,0,0
73,209027618,"CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC",TRAMITE USUAL,18.120000000000000994759830064140260219573974609375,440,70,0,510,9241.20000000000072759576141834259033203125
74,209028310,LIMPIEZA DE SUBCLAVIA CON CLOREXIDINA Y ALCOHOL .    (SE SOLICITA CON UN (1) APLICADOR),TRAMITE USUAL,3.890000000000000124344978758017532527446746826171875,0,0,0,0,0
75,209028600,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICON, 2 VIAS CON BALON DE 3CC/ML   SE SOLICITA CALIBRE 10FR",TRAMITE USUAL,0.64000000000000001332267629550187848508358001708984375,190,0,0,190,121.6000000000000085265128291212022304534912109375
76,209028700,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICON , 2 VÍAS CON BALÓN DE 5 CC/ML. SE  SOLICITA  CALIBRE 12FR",TRAMITE USUAL,0.52900000000000002575717417130363173782825469970703125,0,0,0,0,0
77,209028701,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICON , 2 VÍAS CON BALÓN DE 5 CC/ML.   SE SOLICITA  CALIBRE 18FR",TRAMITE USUAL,0.5100000000000000088817841970012523233890533447265625,0,0,0,0,0
78,209028702,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICON , 2 VÍAS CON BALÓN DE 5 CC/ML.  (SE SOLICITA CALIBRE 20FR)",TRAMITE USUAL,0.4899999999999999911182158029987476766109466552734375,5100,420,0,5520,2704.79999999999972715158946812152862548828125
79,209028703,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICON , 2 VÍAS CON BALÓN DE 5 CC/ML.     SE SOLICITA CALIBRE  22FR ",TRAMITE USUAL,0.4899999999999999911182158029987476766109466552734375,0,390,0,390,191.099999999999994315658113919198513031005859375
80,209028800,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICON , 2 VÍAS CON BALÓN DE 5 CC/ML.     SE SOLICITA CALIBRE 14FR",TRAMITE USUAL,0.440000000000000002220446049250313080847263336181640625,0,0,0,0,0
81,209028801,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICON , 2 VÍAS CON BALÓN DE 5 CC/ML.  SE  SOLICITA  CALIBRE 16FR",TRAMITE USUAL,0.560000000000000053290705182007513940334320068359375,0,0,0,0,0
82,209029810,"SONDA FOLEY DE LATEX RECUBIERTA CON SILICÒN, 3 VÌAS CON BALÒN DE 30 CC.  SE SOLICITA CALIBRE 24FR",TRAMITE USUAL,0.89000000000000001332267629550187848508358001708984375,0,0,230,230,204.700000000000017053025658242404460906982421875
83,209029912,"TROCAR PARA CIRUGIA LAPAROSCOPICA DE 2MM A 15MM DE DIAMETRO, PUNTA CORTANTE DESECHABLESE.  (SE  SOLICITA TROCAR COMPLETO DE 5MM DE DIAMETRO Y DOS CAMISAS ADICIONALES)",TRAMITE USUAL,78.9599999999999937472239253111183643341064453125,0,0,0,0,0
84,209029914,"TROCAR PARA CIRUGIA LAPAROSCOPICA, DE 2 A 15 MM DE DIAMETRO, PUNTA CORTANTE, DESECHABLE.,                                                                                                          (SE SOLICITA TROCAR COMPLETO DE 12MM DE DIAMETRO Y DOS CAMISAS ADICIONALES) ",TRAMITE USUAL,71.0799999999999982946974341757595539093017578125,0,0,0,0,0
85,209030001,JUEGO PARA ACCESO VENOSO PERIFÉRICO (CANALIZACIÓN),TRAMITE USUAL,0.79000000000000003552713678800500929355621337890625,0,0,0,0,0
86,209030702,CERA DE HUESO. SE SOLICITA EN BASTÓN,TRAMITE USUAL,2.4900000000000002131628207280300557613372802734375,0,0,0,0,0
87,209030904,CINTA DE HILADILLO ESTERIL DE ALGODÓN TRENZADO,TRAMITE USUAL,2.904999999999999804600747665972448885440826416015625,0,0,0,0,0
88,209031000,"CINTA INDICADORA PARA ESTERILIZACION A VAPOR.  SE SOLICITA TAMAÑO  DE  1/2"" X 60 O MAS YARDAS.",TRAMITE USUAL,5.27874999999999960920149533194489777088165283203125,1204,138,0,1342,7084.0824999999995270627550780773162841796875
89,209031001,"CINTA INDICADORA PARA ESTERILIZACION A VAPOR. SE SOLICITATAMAÑO 3/4"" X 60 Ó MAS YARDAS.",TRAMITE USUAL,4.625,0,0,0,0,0
90,209031002,"CINTA INDICADORA PARA ESTERILIZACION A VAPOR                SE SOLICITA TAMAÑO  1"" X 60 O MAS YARDAS.",TRAMITE USUAL,2.797000000000000152766688188421539962291717529296875,0,0,0,0,0
91,209031100,COBERTOR PARA SILLETA (PALETA),TRAMITE USUAL,0.40000000000000002220446049250313080847263336181640625,14000,0,0,14000,5600
92,209032201,PROTECTOR PLÁSTICO PARA EL OJO,TRAMITE USUAL,8.675000000000000710542735760100185871124267578125,0,936,1536,2472,21444.60000000000218278728425502777099609375
93,209032301,"LAPIZ DE CAUTERIO, DESECHABLE CON CONTROL MANUAL DUAL.",TRAMITE USUAL,4.3582499999999999573674358543939888477325439453125,0,0,0,0,0
94,209032601,GEL PARA ELECTRODOS. SE SOLICITA TUBO DE 140 GRAMOS,TRAMITE USUAL,76.900000000000005684341886080801486968994140625,0,0,0,0,0
95,209032700,"PROTECTOR DE COLCHÓN, DESECHABLE, ABSORBENTE, DE ALGODON O DE POLIETILENO POR UN LADO, (SE SOLICITA TAMAÑO 58.4 cm x 91.4 cm  (23""x36"")  ALGODÓN.",TRAMITE USUAL,2.87999999999999989341858963598497211933135986328125,0,0,0,0,0
96,209033101,VENDA AUTOADHERIBLE DE PLASTICO RECTANGULAR O LARGAS.        (CURITAS RECTANGULAR),TRAMITE USUAL,0.00948000000000000057898130734201913583092391490936279296875,934400,10000,11900,956300,9065.724000000000160071067512035369873046875
97,209033200,VENDA ADHESIVA DE PLÁSTICO REDONDA,TRAMITE USUAL,0.01425000000000000051347814888913489994592964649200439453125,0,0,0,0,0
98,209033201,GRAPA PARA LIGAR CORDON UMBILICAL,TRAMITE USUAL,0.34999999999999997779553950749686919152736663818359375,0,0,0,0,0
99,209033306,"BATA DESECHABLE, PARA USO GENERAL NO ESTERIL .AAMI     NIVEL 3.  SE SOLICITA TAMAÑO MEDIANO",TRAMITE USUAL,1.12000000000000010658141036401502788066864013671875,0,0,0,0,0
100,209033311,BATA QUIRURGICA ESTERIL .AAMI NIVEL 3. SE SOLICITA TAMAÑO MEDIANO,TRAMITE USUAL,1.12000000000000010658141036401502788066864013671875,0,0,0,0,0
101,209033312,BATA QUIRURGICA ESTERIL .AAMI NIVEL 3. SE SOLICITA TAMAÑO GRANDE,TRAMITE USUAL,22.839999999999999857891452847979962825775146484375,0,0,0,0,0
102,209033314,BATA QUIRURGICA ESTERIL .AAMI NIVEL 4. SE SOLICITA TAMAÑO MEDIANO,TRAMITE USUAL,2.595000000000000195399252334027551114559173583984375,0,0,0,0,0
103,209033315,BATA QUIRURGICA ESTERIL .AAMI NIVEL 4.    (SE SOLICITA TAMAÑO GRANDE).,TRAMITE USUAL,2.274999999999999911182158029987476766109466552734375,0,0,0,0,0
104,209033316,BATA QUIRURGICA ESTERIL .AAMI NIVEL 4.  SE SOLICITA TAMAÑO EXTRA GRANDE,TRAMITE USUAL,0.192000000000000003996802888650563545525074005126953125,0,0,0,0,0
105,209033400,"DEPRESOR DE LENGUA, ESTÉRIL  ",TRAMITE USUAL,0.04499999999999999833466546306226518936455249786376953125,0,0,0,0,0
106,209033600,DISECTOR CURVO    (MARYLAND)      PARA CIRUGIA LAPAROSCÓPICA.,TRAMITE USUAL,59.3299999999999982946974341757595539093017578125,4,0,0,4,237.31999999999999317878973670303821563720703125
107,209034201,"CONECTOR LIBRE DE AGUJA (ESPIGA UNIVERSAL) PARA SOLUCIONES PARENTERALES, UNIDIRECCIONAL O BIDIRECCIONAL.                                                                                     SE SOLICITA: CON VÁLVULA ANTIRREFLUJO UNIDIRECCIONAL",TRAMITE USUAL,2.20999999999999996447286321199499070644378662109375,29700,3500,1700,34900,77129
108,209034510,ELECTRODO DE MICROPORE PARA MONITOREO DE ADULTO                                                                                                    ,TRAMITE USUAL,0.14000000000000001332267629550187848508358001708984375,0,0,0,0,0
109,209034512,ELECTRODO PARA  EKG MODELO PESTAÑA. SE SOLICITA: TAMAÑO NIÑO (PEDIATRICO),TRAMITE USUAL,0.1000000000000000055511151231257827021181583404541015625,0,0,0,0,0
110,209034700,"APOSITO ABDOMINAL 8"" X 10"" y 10"" x 12"" DE LONGITUD.  SE SOLICITA TAMAÑO: 8"" X 10"" DE LONGITUD. ",TRAMITE USUAL,0.479999999999999982236431605997495353221893310546875,0,0,0,0,0
111,209034901,"ESPONJA DESECHABLE CON JABON NEUTRO. SE SOLICITA: TAMAÑO 20CM X 10CM X 1.0CM    
",TRAMITE USUAL,0.40000000000000002220446049250313080847263336181640625,0,0,0,0,0
112,209035001,"TOALLA SANITARIA MATERNAL; TOALLA SANITARIA TIPO PERINEAL,     (SE SOLICITA EXTRA GRANDE DE 11 A 12 PULGADAS. NO ESTERIL)",TRAMITE USUAL,0.11000000000000000055511151231257827021181583404541015625,0,0,0,0,0
